0,1.35e-05
1,0.00015547
2,0.00013771
3,0.000130461
4,0.000122494
5,0.000117604
6,0.000113997
7,0.000110807
8,0.000107578
9,0.000104417
10,0.000101442
11,9.88557e-05
12,9.65803e-05
13,9.44996e-05
14,9.25424e-05
15,9.06552e-05
16,8.89429e-05
17,8.72589e-05
18,8.56812e-05
19,8.41824e-05
20,8.27443e-05
21,8.13569e-05
22,8.00192e-05
23,7.87113e-05
24,7.74305e-05
25,7.61817e-05
26,7.4955e-05
27,7.37543e-05
28,7.25827e-05
29,7.14321e-05
30,7.03025e-05
31,6.91909e-05
32,6.80967e-05
33,6.70192e-05
34,6.59565e-05
35,6.49088e-05
36,6.38731e-05
37,6.28513e-05
38,6.18393e-05
39,6.08414e-05
40,5.98549e-05
41,5.88814e-05
42,5.79172e-05
43,5.69621e-05
44,5.60161e-05
45,5.50799e-05
46,5.41544e-05
47,5.32381e-05
48,5.23295e-05
49,5.14281e-05
50,5.0535e-05
51,4.96493e-05
52,4.87735e-05
53,4.79064e-05
54,4.70474e-05
55,4.61958e-05
56,4.53524e-05
57,4.45156e-05
58,4.36882e-05
59,4.2868e-05
60,4.20551e-05
61,4.125e-05
62,4.0453e-05
63,3.96644e-05
64,3.88841e-05
65,3.81128e-05
66,3.73515e-05
67,3.65992e-05
68,3.58558e-05
69,3.5122e-05
70,3.43983e-05
71,3.36844e-05
72,3.29806e-05
73,3.22877e-05
74,3.16058e-05
75,3.0935e-05
76,3.02763e-05
77,2.96299e-05
78,2.89956e-05
79,2.83741e-05
80,2.77667e-05
81,2.71743e-05
82,2.65965e-05
83,2.60338e-05
84,2.54865e-05
85,2.49544e-05
86,2.44381e-05
87,2.39389e-05
88,2.34554e-05
89,2.29944e-05
90,2.25431e-05
91,2.21095e-05
92,2.16955e-05
93,2.12999e-05
94,2.09218e-05
95,2.03083e-05
96,1.96577e-05
97,1.90654e-05
98,1.85181e-05
99,1.80548e-05
100,1.7528e-05
